name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"MUSA VIII","MUSA MURCIANA DE AGUAS, S.A",,,Fortuna,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MUTRASA VI","MUTRASA MURCIANA DE TRATAM. AGUAS, S.A",,,Fortuna,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MUTRASA VII","MUTRASA MURCIANA DE TRATAM. AGUAS, S.A",,,Fortuna,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
COGENERACION,"COMUNIDAD DE DEPOSITOS,S.L.",,,Villarrobledo,ES,2.72,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
LOGRONO,"IBERICA DE ENERGIAS, S.L.",,,Logrono,ES,2.8,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"LA MELLA","HIDROELECTRICA DEL CADAGUA, S.A.",,,Zalla,ES,0.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
SASTAGO-II,"ELECTRO METALURGICA DEL EBRO, S.L.",,,Sastago,ES,20.3,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"DONA JIMENA","SALTOS DEL TIETAR, S.A.",,,"Adrada (La)",ES,1.193,Hydro,,,1994,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. HUERTA BAJA 75 KW","CUADRICOPTER, S.L.",,,Gallur,ES,0.075,Hydro,,,2007,,,,,"Renewable energy",Hydro,,,,SEDE
"EMASA EDAR GUADALHORCE","EMPRESA MUNICIP.AGUAS MALAGA, SA",,,Malaga,ES,10,"Natural gas",,,2007,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CG NUFRI-2","SAT NUM.1596 NUFRI",,,Mollerussa,ES,8.52,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ELABORADORA DE CEFALOPODOS","SOCIEDAD ELABORADORA DE CEFALOPODOS, S.A",,,Bergondo,ES,1.1,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"NUTRIMENTOS DEL CAMPO","NUTRIMENTOS DEL CAMPO, S.A. (NUCAMSA)",,,Lalin,ES,2.92,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"TRATAMIENTO DE PURINES DE GALVEZ","BECOSA ENERGIAS RENOVABLES, S.A.",,,Galvez,ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE PURINES DE LA PUEBLANUEVA","BETICA DE COGENERACION, S.A.",,,"Pueblanueva (La)",ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MATADERO COMARCAL DEL DEZA","MATADERO COMARCAL DEL DEZA, S.A.",,,Lalin,ES,1.1,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"AZULEJERA TECNICA, S.A.","AZULEJERA TECNICA, S.A.",,,"Alcora (l)",ES,2.036,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION ASTANO","U.T.E. ASTANO - FENYA COGENERACION, S.L.",,,Fene,ES,9.48,Oil,,,1998,,,,,"Fossil fuels",Oil,,,,SEDE
"PANRICO, S.L (ANTES DONUTS GALICIA)","PANRICO, S.L",,,"Santiago de Compostela",ES,1.49,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION ADZANETA","COGENERACION ADZANETA, S.L.",,,"Atzeneta dAlbaida",ES,4.46,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SALTO DE LAS CANAS","SALTOS DEL MUNDO, S.L.",,,Hellin,ES,2.12,Hydro,,,2001,,,,,"Renewable energy",Hydro,,,,SEDE
ANOETA,"ARTAJALEI, SL",,,Anoeta,ES,0.28,Hydro,,,1999,,,,,"Renewable energy",Hydro,,,,SEDE
"ACEQUIA DE CINCO VILLAS","MINICENTRALES ACEQUIA DE CINCO VILLAS, A. LE.",,,"Ejea de los Caballeros",ES,4.62,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"LAS BARRERAS","NUEVA ELECTRICIDAD DEL GAS, S.A.",,,Sevilla,ES,5.872,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ANTIC MOLI JUVINYA","MASIAS INVEST, SL",,,"Sant Joan les Fonts",ES,0.037,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H VALL DE NURIA","FERROCARRILS DE LA GENERALITAT DE CAT.",,,Queralbs,ES,0.064,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
MATEOS,"MATEOS, S.L.",,,"Cabezon de Pisuerga",ES,6.69,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERAMICA GARCIA CUESTA","CERAMICA GARCIA CUESTA, S.A.",,,"Nava de la Asuncion",ES,2,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"HISPANIA CERAMICA","HISPANIA CERAMICA, S.A.",,,Onda,ES,0.96,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C.H. DE SANTABAIA","CORTIZO HIDROELECTRICAS, S.A.",,,Mazaricos,ES,1.402,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. HOYA GARCIA (AMPLI. 775 KW, EL 12-11-05)","NUEVOS RIEGOS EL PROGRESO, S.A.",,,Cieza,ES,2.535,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
TORRASPAPEL-MONTANANESA,"TORRASPAPEL, S.A",,,Zaragoza,ES,22,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CENTRAL DE COGENERACION EN INDASA, PARA DESHIDRATADO DE ALFALFAS Y OTROS PRODUCTOS VEGETALES","INDUSTRIAS DE DESHIDRATACION AGRICOLA, S.A. (INDASA)",,,"Ejea de los Caballeros",ES,3.006,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"ALCARRAS - CENTRAL 12","INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.751,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
"CENTRAL 13","INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.433,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
QUENTAR,"MICROCENTRALES DE ANDALUCIA, S.A.",,,Quentar,ES,0.81,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ANTELLA-ESCALONA,"HIDROELECTRICA ANTELLA-ESCALONA, SL",,,Antella,ES,3.6,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION VILLARICOS","COGENERACION VILLARICOS, S.A.",,,"Cuevas del Almanzora",ES,22.302,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"LA REQUIJADA","HIDROELECTRICA DEL PIEDRA, S.L.",,,Nuevalos,ES,1.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"GRANJA EGUILUZE","GRANJA EGUILUZE, S.A.T.",,,Errenteria,ES,0.048,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
KRASLAN,"KRASLAN-LAMINADOS DE MADERA, S.A.",,,Vitoria-Gasteiz,ES,0.995,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"JOSE PINEIRO GONZALEZ E HIJOS","JOSE PINEIRO GONZALEZ E HIJOS, S.L.",,,"Porrino (O)",ES,4.24,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
VILLALGORDO,"HIDROELECTRICA DEL TRASVASE, S.A",,,"Casas de Benitez",ES,5.5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CERAMICAS JORNETS","CERAMICAS JORNETS, S.A.",,,Guadassuar,ES,0.9,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
"PAPELERA DE SILLA","PAPELERA SILLA, S.A.",,,Bunol,ES,1.63,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"SIERRA SUR ENERGIA S.A.","ACEITES SIERRA SUR, S.A.",,,"Pinos Puente",ES,24.56,"Other or unspecified energy sources",,,1998,,,,,"Other or unspecified energy sources",,,,,SEDE
"PROCESOS ECOLOGICOS CARMONA 3","PROCESOS ECOLOGICOS CARMONA 3, S.A.",,,Carmona,ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
TRAINALBA,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Baena,ES,4.8,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"SAN ESTEBAN DE GORMAZ","HIJOS DE JAVIER GARCIA DEL VALLE, S.L.",,,"San Esteban de Gormaz",ES,0.56,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
POVISA,"POLICLINICO DE VIGO, S.A.",,,Vigo,ES,1.163,Oil,,,1998,,,,,"Fossil fuels",Oil,,,,SEDE
CABO,"HIDROMEDIA DE GALICIA, S.L.",,,"Caniza (A)",ES,4.9,Hydro,,,1998,,,,,"Renewable energy",Hydro,,,,SEDE
"POLIDEPORTIVO VALDELASFUENTES","PATRONATO M. DE DEPORTES DE ALCOBENDAS",,,Alcobendas,ES,0.782,"Natural gas",,,2006,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TECNICAS DE COGENERACION DE QUART, S.L.","TECNICAS DE COGENERACION DE QUART, S.L.",,,"Quart de Poblet",ES,7.302,"Natural gas",,,2007,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION VIRIATO","VIRIATO, S.A.",,,Ordes,ES,1.056,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"REAL Y SANTA CASA DE MISERICORDIA","REAL Y SANTA CASA DE MISERICORDIA",,,Bilbao,ES,0.09,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
